length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,submit_email,sfh,iframe,popup_window,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,status
169,17,1,1,1,0,1,2,0,5,0,0,4,7,0,1,0,0,0,0,0,0,0,0,1,0.159763314,0,0,0,0,0,0,1,1,0,0,0,1,0,15,15,2,14,2,43,14,43,9.4,14,9.071428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,21,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,8,8,0,9,9,0,8.5,8.5,0,0,0,0,0,0,1,0,1.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1
41,34,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.12195122,0.147058824,0,0,0,0,0,2,0,0,0,0,0,0,4,4,5,5,0,10,10,0,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
36,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,3,10,10,6,5.5,6.5,4.5,0,0,0,0,0,0,0,0.392857143,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0
33,12,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.212121212,0,0,0,0,0,0,2,0,1,0,0,2,0,4,4,3,3,5,7,4,7,4.75,3.5,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,20,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,4,1,3,1,12,12,8,5.285714286,7.5,4.4,0,0,0,0,0,0,0,0.285714286,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0
48,12,0,2,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,2,5,2,8,5,8,5,5,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,4,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
49,31,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,9,23,23,9,11.66666667,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
63,16,0,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.095238095,0,0,0,0,0,0,3,0,0,0,0,1,0,10,6,2,3,2,8,8,6,4.3,5.5,4,0,0,0,0,0,3,0,0.311764706,0,0.052941176,0,0,0,0,0,0,0,0,1,0,0
64,17,0,2,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.09375,0,0,0,0,0,0,2,0,0,0,0,1,0,9,3,2,3,2,9,9,8,4.888888889,6,4.571428571,0,0,0,0,0,0,0,0.047619048,0,0.095238095,1,0,0,0,1,0,0,0,1,1,0
40,33,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,20,20,0,14,14,0,0,1,0,0,0,0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
80,27,0,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.075,0,0,0,0,1,0,3,0,0,0,0,1,0,10,1,2,8,2,15,15,9,6.1,11.5,4.75,0,1,0,0,0,3,0,0.146153846,0,0.030769231,1,0,0,0,0,0,0,0,1,0,0
53,13,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.396226415,0,0,0,0,0,0,2,0,0,0,0,1,0,3,2,3,3,32,32,6,32,13.66666667,4.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
77,20,0,2,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,9,3,3,3,3,12,12,10,6.444444444,7.5,6.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,17,17,0,10,10,0,0,0,0,0,0,0,0,0.230769231,0,0.076923077,0,0,0,0,0,0,0,0,1,0,0
65,10,0,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.092307692,0.1,0,0,0,0,0,3,0,0,0,0,0,0,9,2,3,6,3,9,6,9,5.111111111,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71,7,0,3,2,0,1,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,1,1,0,0.014084507,0,0,0,0,0,0,3,0,0,0,0,0,0,9,1,2,4,2,10,4,10,5.555555556,4,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
115,24,0,2,13,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.026086957,0,0,0,0,0,0,2,0,0,0,0,0,0,18,1,1,6,1,13,13,9,4.777777778,9.5,4.1875,0,1,0,0,0,2,0,0.114285714,0,0,0,0,0,0,0,0,0,0,1,1,0
47,17,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.021276596,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,4,4,22,22,8,22,11.33333333,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
48,17,0,4,0,0,0,0,0,0,2,1,0,4,0,1,0,0,0,0,1,0,0,0,1,0.104166667,0,0,0,0,0,0,3,0,0,0,0,1,0,8,3,1,3,1,9,4,9,3.75,3.666666667,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
32,25,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.03125,0.04,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,12,12,0,10,10,0,0,1,0,0,0,0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
21,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3,3,6,6,3,6,4.5,3,6,0,0,0,0,0,3,0,0.133333333,0,0.022222222,0,0,0,0,0,0,0,0,1,0,1
41,18,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,0,2,14,2,14,14,4,5.2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
63,56,0,7,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0.031746032,0.035714286,0,0,0,1,0,3,0,0,0,0,0,0,8,3,2,2,0,14,14,0,5.625,5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
65,19,0,3,1,0,0,0,0,0,0,0,2,5,0,1,0,0,0,2,0,0,0,0,1,0.184615385,0,0,0,0,0,0,3,0,0,0,0,1,0,8,1,1,5,1,10,9,10,5.75,7,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
56,24,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,7,3,3,3,4,11,11,7,5.571428571,6,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
43,34,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,4,4,0,11,11,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
163,39,1,6,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.159509202,0.153846154,0,0,0,0,0,3,0,0,0,0,0,0,13,5,2,2,3,33,12,33,10.84615385,6.4,13.625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
299,23,1,5,1,0,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0.421404682,0,0,0,0,0,0,3,0,0,0,0,0,0,15,9,2,7,2,192,11,192,18.2,9,19.61538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
89,19,0,1,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.02247191,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,4,15,4,15,15,10,7.555555556,15,6.625,0,0,0,0,0,2,0,0.133333333,0,0.133333333,0,0,0,0,0,0,0,0,1,1,0
20,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,2,0,0.111111111,0,0,0,0,0,0,0,0,0,0,1,1,0
107,21,0,4,1,1,1,0,0,1,0,0,0,9,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,15,11,2,3,2,14,14,13,5.533333333,8.5,5.076923077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,3,3,3,0,18,18,0,10.5,10.5,0,0,0,0,0,0,1,0,0.075471698,0,0,0,0,0,0,0,0,0,0,1,0,0
60,22,0,3,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,0,1,0.033333333,0,0,0,0,0,0,3,0,0,0,0,1,0,6,4,3,3,3,13,13,10,7.166666667,8,6.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,29,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.081081081,0.103448276,0,0,0,0,0,2,0,0,0,0,0,0,2,4,11,11,0,13,13,0,12,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
30,21,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,1,0
65,16,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,2,2,3,10,9,10,5.75,5.5,5.833333333,0,1,0,0,0,0,0,0.211538462,0,0.038461538,0,0,0,0,0,0,0,0,0,1,0
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.034482759,0.05,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,5,0,11,11,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,15,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,3,0,6,1,2,8,2,15,8,15,8,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
54,11,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.148148148,0,0,0,0,0,0,2,0,0,1,0,0,0,4,1,1,3,1,32,3,32,9.75,3,16.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,0,0.285714286,0,0.107142857,0,0,0,1,0,0,0,0,1,1,0
24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
131,14,0,3,1,0,1,0,0,1,0,0,6,7,0,1,0,0,0,0,0,0,0,1,0,0.061068702,0,0,0,0,0,0,3,1,0,0,0,0,0,16,2,2,4,2,12,5,12,6.4375,4.5,6.714285714,0,0,0,0,0,2,0,0.058823529,0,0,0,0,0,0,0,0,0,0,1,0,1
30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,15,0,2,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,3,1,3,1,13,7,13,6.444444444,5,6.857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,16,0,3,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,2,3,2,6,6,3,3.4,4.5,2.666666667,0,1,0,0,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0
55,47,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,5,5,0,11,11,0,7.8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
44,28,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,4,2,3,2,20,20,5,7.5,11.5,3.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0
64,36,0,5,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.046875,0.083333333,0,0,0,0,0,3,0,0,1,0,0,0,10,4,1,1,3,7,7,5,4.4,4.5,4.25,1,0,0,0,0,1,0,0.277777778,0,0,0,0,0,0,0,0,0,0,1,0,1
31,5,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.064516129,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,1,2,1,9,2,9,4.5,2,5.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
196,13,1,4,0,0,1,2,0,3,1,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0.397959184,0.769230769,0,0,1,1,1,3,0,0,0,0,0,0,17,19,2,2,2,64,3,64,11,2.5,13.61538462,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
79,13,1,3,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0.126582278,0,0,0,0,0,0,3,1,0,0,0,1,0,12,5,2,3,2,15,6,15,4.75,4.5,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
54,25,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,4,17,17,5,6.166666667,10,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,1,1,0
25,9,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,6,1,6,6,5,4,6,3,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1
18,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,6,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0.666666667,0,0.111111111,0,0,0,0,0,0,0,0,0,1,0
228,12,1,2,1,0,1,2,0,0,4,0,0,7,0,1,0,2,0,0,0,0,0,0,1,0.385964912,0,0,0,0,0,0,2,1,0,0,0,0,0,15,6,2,9,2,64,9,64,13.6,9,13.92857143,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,18,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,3,3,3,6,10,10,8,6.6,6.5,6.666666667,0,0,0,0,0,0,0,0.083333333,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,1,0
83,12,0,2,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.048192771,0,0,0,0,0,0,2,1,0,0,0,1,0,11,6,3,3,3,11,4,11,5.636363636,3.5,6.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
56,16,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,4,9,9,7,5.428571429,5.5,5.4,0,1,0,0,0,0,0,0.5,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0
45,12,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,6,3,3,3,3,7,4,7,4.833333333,3.5,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.188976378,0,0,0,0,1,0,3,1,0,0,0,1,0,13,6,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
46,21,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,0,0,1,0.043478261,0,0,0,0,0,0,2,0,0,0,0,1,0,4,4,3,3,8,13,13,8,8,8,8,0,0,0,0,0,2,0,0.014285714,0,0.014285714,0,0,0,0,0,0,0,0,1,1,0
67,22,0,3,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,3,3,3,3,14,14,10,7.142857143,8.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,4,4,8,8,6,8,6,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,4,3,3,0,7,7,0,5,5,0,0,0,0,0,0,1,0,0.5,0,0.076923077,0,0,0,0,0,0,0,0,1,1,0
54,12,0,2,1,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.074074074,0,0,0,0,0,0,2,0,0,0,0,1,0,8,4,2,3,2,7,4,7,4.25,3.5,4.5,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,1,0
39,22,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,3,2,3,2,14,14,4,5.75,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
124,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.161290323,0,0,0,0,1,0,3,1,0,0,0,1,0,12,4,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
73,13,0,1,10,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,2,9,2,9,9,7,4.083333333,9,3.636363636,0,0,0,0,0,3,0,0.04,0,0.04,0,0,0,0,1,0,0,0,1,0,0
89,16,0,2,1,0,0,0,0,0,0,1,2,14,0,1,0,0,0,2,0,0,0,0,1,0.04494382,0,0,0,0,0,0,2,1,0,0,0,0,0,13,2,1,8,1,9,8,9,4.538461538,8,4.25,2,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,1,1
41,22,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.073170732,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,4,14,14,5,6.5,8.5,4.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
56,25,0,2,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.053571429,0,0,0,0,0,0,2,1,0,0,0,1,0,6,0,3,5,3,15,8,15,6.833333333,6.666666667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
185,17,1,2,1,0,1,2,0,3,2,0,0,7,0,1,0,2,0,0,0,0,0,0,1,0.254054054,0.176470588,0,0,0,0,0,2,1,0,0,0,0,0,13,7,3,6,3,40,6,40,12.23076923,6,13.36363636,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
44,36,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,28,28,0,15.5,15.5,0,0,0,0,0,0,0,0,0.277777778,0,0.166666667,1,0,0,0,0,0,0,0,1,0,0
91,11,0,3,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,11,4,3,3,3,11,3,11,6.272727273,3,7,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,1,0,0,1,0,0
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
49,22,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,1,2,3,2,8,8,6,4.428571429,5.333333333,3.75,1,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,1,1,1
44,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,18,18,8,18,9.666666667,5.5,18,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,42,1,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.203389831,0,0,0,0,1,0,3,0,0,0,0,1,0,12,3,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,16,16,0,12,12,0,0,1,0,0,0,0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
46,19,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,0,3,3,3,5,5,5,4.142857143,4.333333333,4,0,0,0,0,0,0,0,0.1,0,0.033333333,0,0,0,0,0,0,0,0,0,1,1
122,46,1,5,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.155737705,0,0,0,0,1,0,3,0,0,0,0,1,0,12,6,2,3,2,17,13,17,7.916666667,7.6,8.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0,0,0,0,1,0
56,11,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,3,1,1,4,13,3,13,4.75,2,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
104,53,0,3,1,0,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,10,5,2,9,2,39,39,7,8.4,24,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
