nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,submit_email,sfh,iframe,popup_window,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,status
2,0,0.214285714,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.777777778,0,0.111111111,0,0,0,0,0,0,0,0,0,1,0
0,0,0.230769231,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.125,0,0.083333333,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.666666667,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
9,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
5,0,0.1,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.2,0,0,0,0,0,0,0,0,0,1,1
1,0,0.0,0,0.319148936,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.454545455,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.128205128,0,0.333333333,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,0,0.565217391,0,0.014492754,0,0,0,0,0,0,0,0,1,1,0
0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.272727273,0,0.090909091,0,0,0,0,0,0,0,0,1,1,0
0,0,0.235294118,0,0.058823529,0,0,0,0,1,0,0,0,0,0,0
0,0,0.230769231,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
6,0,0.325396825,0,0.103174603,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
2,0,0.0,0,0.25,0,0,0,0,0,0,0,0,0,1,1
0,0,0.4375,0,0.625,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,0,0.026315789,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.095238095,0,0.238095238,0,0,0,0,0,0,0,0,0,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.2,0,0,0,0,0,0,0,0,1,1,0
0,0,0.066666667,0,0.266666667,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
4,0,0.481481481,0,0.049382716,0,0,0,0,0,0,0,0,1,1,1
2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.032608696,0,0.065217391,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
2,0,0.384615385,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,1,0
0,0,0.375,0,0.09375,0,0,0,0,0,0,0,0,1,0,0
0,0,0.333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.25,0,0.0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.777777778,0,0.555555556,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,1,1
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.4,0,0,0,0,0,0,0,0,1,0,1
2,0,0.0,0,0.076923077,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.285714286,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.285714286,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0
2,0,0.125,0,0.09375,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1
3,0,0.285714286,0,0.051948052,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.8,0,0.075,1,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.103448276,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.294117647,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.217391304,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.111111111,0,0.222222222,1,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.294117647,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
2,0,0.222222222,0,0.277777778,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
3,0,0.314285714,0,0.085714286,0,0,0,0,0,0,0,0,1,1,0
0,0,0.444444444,0,0.777777778,0,0,0,0,0,0,0,0,1,1,0
0,0,0.590909091,0,0.181818182,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.058823529,0,0.058823529,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.133333333,0,0.066666667,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.0,0,0.319148936,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.571428571,0,0,0,0,0,0,0,0,1,0,1
0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
12,0,0.089552239,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.235294118,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0
2,0,0.230769231,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
4,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.230769231,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.666666667,0,0,0,0,0,0,0,0,1,1,1
6,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
8,0,0.042168675,0,0.018072289,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.166666667,0,0.0,0,0,0,0,0,0,0,0,1,1,1
2,0,0.074074074,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
3,0,0.055555556,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0
1,0,0.142857143,0,0.571428571,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.5,0,0,0,0,0,0,0,0,1,1,1
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0,1
1,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.545454545,0,0.090909091,0,0,0,0,0,0,0,0,0,1,0
1,0,0.0,0,0.765957447,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.133333333,0,0.133333333,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.083333333,0,0.0,1,0,0,0,1,0,0,0,1,0,0
1,0,0.173913043,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0
0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.137931034,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.043478261,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.714285714,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.513888889,0,0.069444444,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
3,0,0.2,0,0.0,0,0,0,0,0,0,1,0,1,0,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.413793103,0,0.034482759,0,0,0,0,0,0,0,0,1,1,0
0,0,0.6875,0,0.375,0,0,0,0,0,0,0,0,1,0,0
2,0,0.111111111,0,0.0,1,0,0,0,0,0,0,0,0,1,1
0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
3,0,0.066666667,0,0.2,0,0,0,0,0,0,0,0,1,1,0
0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
9,0,0.0,0,0.214285714,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.548780488,1,0,0,0,0,0,0,0,1,1,0
2,0,0.0,0,0.25,0,0,0,0,0,0,0,0,1,1,0
2,0,0.583333333,0,0.0,0,0,0,0,0,0,0,0,1,0,1
19,0,0.019417476,0,0.0,0,0,0,0,0,0,0,1,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
3,0,0.137931034,0,0.034482759,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.319148936,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.375,0,0.083333333,1,0,0,0,0,0,0,0,1,1,0
0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.333333333,0,0,0,0,0,0,0,0,1,0,1
3,0,0.1,0,0.0,1,0,0,0,0,0,0,0,1,1,0
1,0,0.195652174,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.042553191,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
6,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.346153846,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.777777778,0,0.555555556,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
3,0,0.222222222,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.09375,0,0.0625,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.125,0,0.875,0,0,0,0,0,0,0,0,1,0,1
1,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.266666667,0,0.466666667,1,0,0,0,0,0,0,0,1,0,0
6,0,0.145833333,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.086956522,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
7,0,0.0,0,0.045454545,0,0,0,0,0,0,0,0,1,0,0
2,0,0.142857143,0,0.0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.347826087,0,0.0,0,0,0,0,0,0,0,0,1,0,0
4,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.585585586,0,0.045045045,1,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.016949153,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.263157895,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,1,1,1
3,0,0.256410256,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,1.5,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.75,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
6,0,0.0,0,0.040816327,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.045454545,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
3,0,0.507246377,0,0.014492754,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.2,0,0.1,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.1,0,0.033333333,0,0,0,0,0,0,0,0,0,1,1
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.05,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.529411765,0,0.176470588,0,0,0,0,0,0,0,0,0,1,0
0,0,0.666666667,0,0.0,0,0,0,0,0,0,0,0,1,0,1
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.846153846,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.2,0,0,0,0,0,0,0,0,1,0,0
2,0,0.04,0,0.04,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
1,0,0.161904762,0,0.238095238,0,0,0,0,0,0,0,0,1,0,0
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.5,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.666666667,0,0.0,0,0,0,0,0,0,0,0,1,0,1
5,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.040816327,0,0.142857143,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.0,0,1.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
5,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.058823529,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
5,0,0.5,0,0.071428571,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.444444444,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.333333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0
1,0,0.181818182,0,0.0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.217391304,0,0.086956522,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
4,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.035714286,0,0.035714286,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.166666667,0,0.222222222,0,0,0,0,0,0,0,0,1,1,0
0,0,0.5,0,0.166666667,0,0,0,0,0,0,0,0,1,1,0
2,0,0.344594595,0,0.054054054,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.086956522,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.625,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.727272727,0,0.272727273,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.653061224,0,0.081632653,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.230769231,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
2,0,0.225806452,0,0.193548387,0,0,0,0,0,0,0,0,1,1,1
2,0,0.363636364,0,0.045454545,1,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.066666667,0,0.533333333,1,0,0,0,0,0,0,0,0,0,0
3,0,0.08,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
4,0,0.2,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.5,0,0.25,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.294117647,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.6,0,0.2,1,0,0,0,0,0,0,0,1,0,0
2,0,0.125,0,0.041666667,0,0,0,0,0,1,0,0,1,1,1
0,0,0.6,0,0.0,0,0,0,0,0,0,0,0,1,1,0
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.357142857,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0,0,0.571428571,0,0,0,0,0,0,0,0,1,1,1
0,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.294117647,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.096774194,0,0.483870968,0,0,0,0,0,0,0,0,1,1,0
2,0,0.037037037,0,0.074074074,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.19047619,0,0.095238095,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.230769231,1,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1
0,0,0.307692308,0,0.115384615,1,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.428571429,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.625,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.324324324,0,0.243243243,1,0,0,0,0,0,0,0,1,1,0
